iter	Logloss
120	0.2911084381
121	0.2908547509
122	0.2907000627
123	0.2905765069
124	0.290412593
125	0.2902809637
126	0.2902298252
127	0.2901077781
128	0.289895545
129	0.2896731855
130	0.2894655527
131	0.2892842269
132	0.2891780965
133	0.2890884161
134	0.2889607239
135	0.2887863901
136	0.2886574442
137	0.2885244747
138	0.2884033849
139	0.2882926998
140	0.2881111698
141	0.2879856309
142	0.2878035306
143	0.2877276054
144	0.287345205
145	0.2872336993
146	0.2871614274
147	0.2870756436
148	0.286974415
149	0.2868591433
150	0.2867511394
151	0.2865885867
152	0.2864432792
153	0.2863598151
154	0.286206902
155	0.2859280244
156	0.2858467144
157	0.2856967556
158	0.2855885394
159	0.2854531857
160	0.2853482009
161	0.2851858487
162	0.2850756801
163	0.2849620975
164	0.2848196771
165	0.2846960532
166	0.2845522986
167	0.2844266636
168	0.2840397576
169	0.283871829
170	0.2837504174
171	0.2836055619
172	0.2834750935
173	0.2833824755
174	0.2833095183
175	0.2831898337
176	0.2831278307
177	0.2830521342
178	0.2829693655
179	0.2826890487
180	0.2826011761
181	0.2825376154
182	0.2824158261
183	0.2821906972
184	0.2820854687
185	0.2819669289
186	0.2816479254
187	0.2815186956
188	0.2813768149
189	0.2812714654
190	0.2811746184
191	0.2810975213
192	0.2810004482
193	0.2809001538
194	0.2808402995
195	0.2807255078
196	0.2806509986
197	0.2805453528
198	0.2804056719
199	0.2803119688
200	0.2802279153
201	0.2799593121
202	0.2798522701
203	0.279745027
204	0.2796408327
205	0.2795225421
206	0.2794499603
207	0.2793338306
208	0.2792301716
209	0.2791695457
210	0.2790747394
211	0.2789946231
212	0.2788886238
213	0.2787920638
214	0.2787096384
215	0.2786474765
216	0.278374325
217	0.2782828279
218	0.2782092141
219	0.278103292
220	0.2780128962
221	0.2778894529
222	0.2775671659
223	0.277425845
224	0.2773344131
225	0.2772592254
226	0.2771897061
227	0.2771052828
228	0.2770561992
229	0.2770009756
230	0.2769385613
231	0.2768516045
232	0.2765672461
233	0.2765028264
234	0.2764250805
235	0.2761846516
236	0.2760439284
237	0.2757612304
238	0.2755965737
239	0.2755016657
240	0.2754017267
241	0.2752413397
242	0.2752143002
243	0.2750987126
244	0.2749802498
245	0.2749076357
246	0.2745555826
247	0.2744217885
248	0.2743042598
249	0.2742062866
250	0.2741158437
251	0.2740265931
252	0.2739647313
253	0.2738897776
254	0.2736394756
255	0.273561753
256	0.27348007
257	0.2734166947
258	0.2732566661
259	0.2731669689
260	0.2730878283
261	0.272953633
262	0.2728644025
263	0.2726807146
264	0.2725885327
265	0.2724419669
266	0.2723379768
267	0.2721839967
268	0.2720814121
269	0.2719738895
270	0.2718916468
271	0.2718142431
272	0.2717598395
273	0.2716702184
274	0.2714032535
275	0.2711767996
276	0.2710548682
277	0.2709725748
278	0.2709106187
279	0.2707831604
280	0.2707122634
281	0.2706402055
282	0.2705328251
283	0.2703987337
284	0.2703314849
285	0.2702044535
286	0.270109965
287	0.2700025514
288	0.2698285963
289	0.2697213952
290	0.2696167709
291	0.2695430442
292	0.2694411732
293	0.2693279767
294	0.2692527174
295	0.2690321696
296	0.2688711192
297	0.2687796986
298	0.2685701488
299	0.2684860111
300	0.2683887937
301	0.268293047
302	0.2682476925
303	0.2681496925
304	0.2680439559
305	0.2679865675
306	0.2678686011
307	0.2677814062
308	0.2675617007
309	0.2674833717
310	0.2673574366
311	0.2672553541
312	0.2671794951
313	0.2671161277
314	0.2670155862
315	0.2669270535
316	0.2668698491
317	0.2667905887
318	0.2667039443
319	0.2665919944
320	0.2664721214
321	0.2663765783
322	0.2662494785
323	0.266137223
324	0.2659892068
325	0.2658839625
326	0.2657956845
327	0.2657640173
328	0.2656726556
329	0.2655778776
330	0.2655194082
331	0.2654390605
332	0.265363467
333	0.2652766805
334	0.2652161268
335	0.2651442357
336	0.2650878897
337	0.2649968637
338	0.2648715263
339	0.2647351861
340	0.2646660534
341	0.2645686999
342	0.264474709
343	0.2643926158
344	0.2643035738
345	0.2642276198
346	0.2641685396
347	0.2640991424
348	0.2640516634
349	0.2639873165
350	0.2639024415
351	0.2638260465
352	0.2637271643
353	0.2636618094
354	0.2636043817
355	0.263546902
356	0.2634786898
357	0.2634109703
358	0.2633378536
359	0.2632585483
360	0.2631493849
361	0.2630558318
362	0.2629954717
363	0.262938471
364	0.2628321915
365	0.2626729117
366	0.2626079439
367	0.2625430732
368	0.2625102981
369	0.2624503868
370	0.2623701486
371	0.2623089917
372	0.2620474931
373	0.2619702093
374	0.2619008303
375	0.2617957277
376	0.2617442619
377	0.2616897561
378	0.2615982919
379	0.2615232592
380	0.2614473667
381	0.2613950573
382	0.2613071586
383	0.2612118273
384	0.2611362751
385	0.2609749434
386	0.2609086461
387	0.26084954
388	0.2607839975
389	0.2606797457
390	0.2605771591
391	0.2604751656
392	0.2604216315
393	0.2603630625
394	0.2603228095
395	0.26026385
396	0.2601947075
397	0.2601603652
398	0.2600779576
399	0.259961005
400	0.2599207443
401	0.259860354
402	0.2597759153
403	0.2597241371
404	0.2596804217
405	0.2596343037
406	0.2595622056
407	0.2594619779
408	0.259422361
409	0.2593593041
410	0.2592103814
411	0.2591359419
412	0.259080892
413	0.2589785404
414	0.2589051667
415	0.2588353084
416	0.258777907
417	0.2587039909
418	0.2586578253
419	0.2585634603
420	0.2585145169
421	0.2584549778
422	0.2583649419
423	0.2583162897
424	0.2582849615
425	0.2582152582
426	0.2581488487
427	0.2580814009
428	0.2579136856
429	0.2578601064
430	0.2578067992
431	0.2577213085
432	0.257665558
433	0.2576046098
434	0.2575413372
435	0.2574785341
436	0.2574231261
437	0.2573708866
438	0.2573167138
439	0.2572653622
440	0.2572027219
441	0.2571440361
442	0.2571057138
443	0.2570480287
444	0.256984222
445	0.2569412411
446	0.2568544757
447	0.2568059594
448	0.2567539965
449	0.2567000212
450	0.2566468725
451	0.2566019703
452	0.2565734177
453	0.2564266856
454	0.2563799635
455	0.2563307395
456	0.2562731398
457	0.2562089712
458	0.2561395869
459	0.2560939177
460	0.2560397518
461	0.2559967878
462	0.2559688283
463	0.2559372348
464	0.2558779158
465	0.2558090541
466	0.2557534816
467	0.2557011278
468	0.2556506276
469	0.2555832399
470	0.2555309607
471	0.2554824833
472	0.255452102
473	0.2554020724
474	0.2553203649
475	0.2552919418
476	0.2552244064
477	0.2551764645
478	0.2550908473
479	0.2550083004
480	0.2548736635
481	0.254824051
482	0.2547694424
483	0.2547247261
484	0.2546625238
485	0.2545897135
486	0.2545083043
487	0.254474931
488	0.2543936682
489	0.2543192879
490	0.2542724835
491	0.2542203707
492	0.2541814788
493	0.2541390248
494	0.2541034298
495	0.254015382
496	0.2539656849
497	0.2539207902
498	0.2538463963
499	0.2537936307
500	0.2537435498
501	0.2536865102
502	0.2536487236
503	0.2535968333
504	0.2535342065
505	0.2534983482
506	0.2534494449
507	0.2533712954
508	0.2533252157
509	0.2532594958
510	0.2532178015
511	0.2531828232
512	0.2531463959
513	0.2530876891
514	0.253049622
515	0.2530192175
516	0.2529690315
517	0.2529054034
518	0.25285037
519	0.2527908233
520	0.2527229233
521	0.252686107
522	0.2526487786
523	0.2526170336
524	0.2525728972
525	0.2525065347
526	0.2524287872
527	0.2522975492
528	0.2522653723
529	0.2522363349
530	0.2521902328
531	0.2521450674
532	0.2521104139
533	0.252053521
534	0.2520083165
535	0.2519712733
536	0.2519155729
537	0.2518831677
538	0.2518327495
539	0.2517872149
540	0.2517410544
541	0.2517250449
542	0.2516893826
543	0.2516406895
544	0.2515959775
545	0.2515572863
546	0.2514914255
547	0.2514512586
548	0.2514077616
549	0.2513445972
550	0.2513017275
551	0.2512580379
552	0.2512232224
553	0.2511727448
554	0.2510918838
555	0.2510212136
556	0.250968637
557	0.2509230667
558	0.2508556355
559	0.2508098385
560	0.2507857592
561	0.2507209986
562	0.2506654101
563	0.250627763
564	0.2505556165
565	0.2505228565
566	0.2504903832
567	0.2504551997
568	0.2503856545
569	0.2503134073
570	0.2502767471
571	0.2502446169
572	0.2501998989
573	0.2501451756
574	0.250126994
575	0.2500225233
576	0.2499965379
577	0.2499526776
578	0.24991126
579	0.2498769294
580	0.2498202097
581	0.249785257
582	0.2497186228
583	0.2496854278
584	0.2496205271
585	0.2495753826
586	0.2495409503
587	0.2495075568
588	0.2494255326
589	0.2493871799
590	0.2493349549
591	0.24931099
592	0.2492239807
593	0.2491807176
594	0.2491072565
595	0.2490838405
596	0.2490293228
597	0.2489793971
598	0.2489547364
599	0.2488938175
600	0.2488454567
601	0.2487895428
602	0.2487578989
603	0.2487286492
604	0.2486896037
605	0.2486329528
606	0.2485982415
607	0.2485309782
608	0.24843593
609	0.2483992581
610	0.2483601379
611	0.2483219617
612	0.2481863685
613	0.2481436654
614	0.2481201991
615	0.2479696225
616	0.2478513854
617	0.2477833338
618	0.2477525409
619	0.2477265371
620	0.2476769398
621	0.2476432514
622	0.2475914399
623	0.2475488582
624	0.2474921263
625	0.247453991
626	0.2474259938
627	0.2473757466
628	0.2473124014
629	0.2472871531
630	0.2472219687
631	0.247157879
632	0.2471349095
633	0.2470974816
634	0.2470633675
635	0.2469995362
636	0.2469491788
637	0.2469046063
638	0.2468677225
639	0.2468123353
640	0.2467428473
641	0.2467062891
642	0.2466601574
643	0.2466364851
644	0.246595329
645	0.2465316972
646	0.2464757738
647	0.2464059385
648	0.2463854929
649	0.2463422582
650	0.2462836841
651	0.2462473801
652	0.2461851138
653	0.2461496658
654	0.2460766512
655	0.2460230222
656	0.2459717407
657	0.2459179169
658	0.245855374
659	0.2458136866
660	0.2457673823
661	0.2457181008
662	0.2456599992
663	0.245599844
664	0.2455463753
665	0.2455134758
666	0.2454656063
667	0.2454263281
668	0.245390881
669	0.2453389124
670	0.245285756
671	0.2452696719
672	0.2452167742
673	0.2451774588
674	0.2451163686
675	0.2450774554
676	0.2450524027
677	0.2449615165
678	0.2449142838
679	0.2448987971
680	0.2448894925
681	0.2448403083
682	0.2448020416
683	0.2447764488
684	0.2447200387
685	0.2446824533
686	0.2446203424
687	0.2445653042
688	0.2445065337
689	0.2444665852
690	0.2444321859
691	0.2444087375
692	0.2443663114
693	0.244343993
694	0.2443002861
695	0.2442403293
696	0.2442175781
697	0.2441852405
698	0.2441455181
699	0.2441074647
700	0.2440865643
701	0.2440291287
702	0.243964744
703	0.2439077534
704	0.2438761574
705	0.2438264678
706	0.2437910607
707	0.2437440643
708	0.2436879084
709	0.2436498944
710	0.2436071957
711	0.2435822228
712	0.2435410989
713	0.2434805683
714	0.2434090012
715	0.2433810298
716	0.2433343363
717	0.2432774008
718	0.2432241578
719	0.2432094156
720	0.2431654902
721	0.243057986
722	0.2430071116
723	0.2429804197
724	0.2429194756
725	0.2428805537
726	0.2428628705
727	0.2428474382
728	0.2428071128
729	0.2427698501
730	0.2427401816
731	0.2426890247
732	0.2426502493
733	0.2426227026
734	0.2425830276
735	0.2425323203
736	0.242490606
737	0.2424592027
738	0.2424095393
739	0.2423679704
740	0.2423022103
741	0.2422622842
742	0.2422231053
743	0.2421807069
744	0.2421437166
745	0.2421110534
746	0.2420712479
747	0.2420468529
748	0.2420064702
749	0.241936658
750	0.2419027324
751	0.2418445736
752	0.2417834559
753	0.2417546411
754	0.2417285696
755	0.2416816215
756	0.2416446235
757	0.2416154497
758	0.2415679979
759	0.2415593535
760	0.2415430411
761	0.2415003524
762	0.2414604162
763	0.2414062513
764	0.2413791886
765	0.2413657546
766	0.2413358831
767	0.2412701846
768	0.2412439342
769	0.2411846282
770	0.2411524047
771	0.2411119661
772	0.2410357459
773	0.2410086773
774	0.2409425352
775	0.2408980802
776	0.2408618646
777	0.2408416497
778	0.2407919805
779	0.2407384355
780	0.2407195355
781	0.240700311
782	0.2406771984
783	0.240629033
784	0.240593568
785	0.2405558162
786	0.2405121833
787	0.2404604572
788	0.2404058915
789	0.2403878476
790	0.240346035
791	0.240298906
792	0.2402739037
793	0.2402489153
794	0.2402170017
795	0.2401791958
796	0.2401068134
797	0.2400520197
798	0.2400088758
799	0.2399614168
800	0.2399310802
801	0.2398977644
802	0.2398488416
803	0.2398101218
804	0.2397297725
805	0.239680171
806	0.2396255149
807	0.2395949253
808	0.2395610731
809	0.2395255063
810	0.2394946741
811	0.2394430975
812	0.2393819603
813	0.2393505974
814	0.2393353355
815	0.2393042043
816	0.2392683531
817	0.2392069734
818	0.2391796353
819	0.2391447681
820	0.2391060954
821	0.2390789293
822	0.2390626711
823	0.2390382702
824	0.2389956882
825	0.2389726811
826	0.2389182326
827	0.2388898634
828	0.2388512859
829	0.2387848129
830	0.2387349039
831	0.2386833728
832	0.2386552434
833	0.2386205136
834	0.23856738
835	0.2385252516
836	0.2384706878
837	0.2384158712
838	0.2383752561
839	0.2383435122
840	0.2383074995
841	0.2382728771
842	0.2382416859
843	0.2381992913
844	0.2381472292
845	0.2380819905
846	0.2380329994
847	0.2379798346
848	0.2379618397
849	0.2379124166
850	0.2378702093
851	0.2378212165
852	0.2377840567
853	0.237771365
854	0.2377377175
855	0.237707685
856	0.2376408989
857	0.2376043002
858	0.2375454927
859	0.2374482075
860	0.2374020844
861	0.2373412742
862	0.2373137878
863	0.2373004122
864	0.2372859406
865	0.2372588322
866	0.2372106016
867	0.2371812586
868	0.237109176
869	0.2370643823
870	0.2370041514
871	0.2369949784
872	0.2369663977
873	0.236907222
874	0.2368205254
875	0.2367907788
876	0.2367489199
877	0.2367254146
878	0.2366852628
879	0.2366380627
880	0.2366108959
881	0.2365820335
882	0.2365335932
883	0.23646715
884	0.2364039064
885	0.2363889714
886	0.2363618919
887	0.2363214991
888	0.2362457801
889	0.236212482
890	0.236186415
891	0.2361692878
892	0.2361423403
893	0.2361132308
894	0.2360716361
895	0.2360229339
896	0.2359772318
897	0.2359100684
898	0.2358761959
899	0.2358592784
900	0.2357975106
901	0.2357648758
902	0.2357375983
903	0.2357289171
904	0.2356948838
905	0.2356581343
906	0.2356168815
907	0.2355867779
908	0.2355557967
909	0.2355084072
910	0.2354619205
911	0.2354415636
912	0.2353924875
913	0.2353609557
914	0.2353235271
915	0.2353012541
916	0.2352963966
917	0.235246957
918	0.2352321872
919	0.2352100348
920	0.2351761704
921	0.2351340706
922	0.2350951608
923	0.2350670105
924	0.2350260361
925	0.2350018637
926	0.2349756575
927	0.2349491745
928	0.2349167421
929	0.2348673166
930	0.2348056911
931	0.2347572632
932	0.2347236484
933	0.2346905898
934	0.2346207349
935	0.2345947312
936	0.2345816618
937	0.2345381126
938	0.2345200294
939	0.2345079363
940	0.2344725085
941	0.2344526959
942	0.2344240224
943	0.2343932786
944	0.2343586865
945	0.2343366601
946	0.2343207431
947	0.2342723695
948	0.2342288268
949	0.2341823043
950	0.2341272357
951	0.2340806503
952	0.234055096
953	0.2340246548
954	0.2339913468
955	0.2339636039
956	0.2339588689
957	0.2339183023
958	0.233888638
959	0.2338648396
960	0.2338180672
961	0.233752429
962	0.233707636
963	0.2336916432
964	0.2336632752
965	0.2336345879
966	0.2335661626
967	0.2335331191
968	0.2334911963
969	0.2334417358
970	0.2334079792
971	0.2333533116
972	0.2333319838
973	0.2332988079
974	0.233257101
975	0.2331757181
976	0.2331629775
977	0.2331561452
978	0.2331227371
979	0.2330802278
980	0.2330500877
981	0.2330044709
982	0.2329896864
983	0.232966699
984	0.2329307541
985	0.2328893431
986	0.2328453468
987	0.2327955084
988	0.2327662821
989	0.2327236482
990	0.2326900964
991	0.2326275191
992	0.2326103907
993	0.2325696828
994	0.2325555669
995	0.2325289667
996	0.2325104432
997	0.232501891
998	0.2324722123
999	0.2324385963
