iter	Passed	Remaining
162	4560	23419
163	4584	23368
164	4604	23299
165	4622	23224
166	4644	23167
167	4669	23122
168	4688	23051
169	4708	22989
170	4731	22935
171	4751	22874
172	4764	22778
173	4778	22683
174	4790	22584
175	4804	22493
176	4818	22403
177	4833	22321
178	4846	22229
179	4859	22136
180	4872	22046
181	4894	21998
182	4907	21910
183	4920	21820
184	4934	21738
185	4947	21652
186	4960	21564
187	4973	21480
188	4986	21396
189	4999	21312
190	5011	21228
191	5024	21146
192	5038	21067
193	5052	20990
194	5064	20906
195	5076	20824
196	5089	20743
197	5102	20666
198	5115	20591
199	5129	20518
200	5142	20441
201	5158	20379
202	5172	20307
203	5184	20230
204	5196	20153
205	5210	20083
206	5229	20034
207	5243	19964
208	5255	19891
209	5267	19816
210	5279	19743
211	5295	19682
212	5325	19678
213	5354	19665
214	5402	19726
215	5423	19685
216	5436	19616
217	5448	19545
218	5461	19476
219	5473	19406
220	5486	19339
221	5500	19275
222	5512	19208
223	5526	19144
224	5539	19081
225	5552	19017
226	5566	18956
227	5580	18895
228	5593	18831
229	5607	18771
230	5619	18707
231	5631	18643
232	5645	18585
233	5662	18537
234	5675	18476
235	5688	18413
236	5701	18355
237	5714	18295
238	5727	18235
239	5740	18178
240	5753	18120
241	5766	18062
242	5778	18002
243	5792	17948
244	5806	17894
245	5821	17843
246	5834	17787
247	5847	17731
248	5860	17676
249	5873	17620
250	5902	17611
251	5914	17554
252	5927	17502
253	5940	17447
254	5953	17393
255	5965	17338
256	5979	17285
257	5992	17233
258	6004	17178
259	6017	17126
260	6030	17073
261	6042	17020
262	6057	16974
263	6070	16924
264	6084	16875
265	6097	16825
266	6111	16777
267	6125	16731
268	6140	16687
269	6158	16649
270	6174	16609
271	6205	16609
272	6249	16642
273	6289	16665
274	6340	16715
275	6373	16717
276	6409	16730
277	6451	16756
278	6496	16789
279	6530	16792
280	6565	16797
281	6598	16800
282	6630	16799
283	6662	16796
284	6700	16808
285	6734	16811
286	6755	16781
287	6785	16776
288	6863	16884
289	6936	16982
290	6979	17005
291	7003	16980
292	7036	16979
293	7076	16993
294	7111	16994
295	7148	17002
296	7190	17020
297	7215	16996
298	7232	16956
299	7248	16913
300	7268	16878
301	7309	16894
302	7381	16980
303	7417	16982
304	7453	16985
305	7479	16964
306	7499	16928
307	7515	16886
308	7541	16863
309	7562	16831
310	7579	16791
311	7593	16745
312	7608	16698
313	7629	16667
314	7648	16633
315	7663	16588
316	7676	16539
317	7689	16491
318	7704	16446
319	7718	16402
320	7732	16355
321	7754	16327
322	7769	16284
323	7783	16239
324	7797	16194
325	7813	16154
326	7827	16109
327	7841	16065
328	7874	16060
329	7930	16101
330	7973	16116
331	8005	16107
332	8034	16092
333	8065	16082
334	8096	16071
335	8128	16062
336	8175	16085
337	8196	16053
338	8221	16031
339	8261	16036
340	8319	16077
341	8373	16110
342	8415	16118
343	8456	16127
344	8495	16128
345	8536	16136
346	8589	16163
347	8640	16188
348	8702	16232
349	8736	16225
350	8762	16201
351	8776	16157
352	8791	16113
353	8807	16072
354	8822	16029
355	8835	15983
356	8848	15938
357	8862	15892
358	8875	15848
359	8889	15804
360	8904	15761
361	8918	15718
362	8946	15698
363	8962	15659
364	8976	15616
365	8988	15570
366	9001	15526
367	9014	15482
368	9027	15436
369	9039	15391
370	9052	15347
371	9064	15302
372	9076	15257
373	9089	15213
374	9101	15169
375	9113	15124
376	9125	15080
377	9138	15037
378	9155	15001
379	9168	14958
380	9181	14917
381	9195	14876
382	9209	14835
383	9223	14796
384	9238	14757
385	9250	14714
386	9274	14691
387	9299	14668
388	9326	14648
389	9347	14619
390	9377	14605
391	9408	14593
392	9437	14576
393	9467	14561
394	9496	14545
395	9513	14510
396	9528	14472
397	9541	14431
398	9554	14392
399	9568	14353
400	9581	14312
401	9594	14272
402	9608	14233
403	9620	14193
404	9633	14153
405	9651	14119
406	9664	14080
407	9678	14043
408	9691	14003
409	9704	13964
410	9717	13925
411	9730	13887
412	9744	13849
413	9756	13810
414	9770	13773
415	9786	13739
416	9800	13701
417	9813	13663
418	9826	13626
419	9841	13590
420	9854	13552
421	9866	13514
422	9880	13477
423	9893	13440
424	9907	13403
425	9920	13367
426	9935	13331
427	9972	13327
428	9985	13290
429	9998	13253
430	10011	13216
431	10025	13181
432	10038	13145
433	10051	13108
434	10065	13073
435	10079	13039
436	10093	13003
437	10106	12967
438	10118	12930
439	10131	12895
440	10148	12864
441	10162	12829
442	10174	12792
443	10187	12757
444	10200	12721
445	10212	12685
446	10224	12648
447	10237	12613
448	10249	12577
449	10261	12541
450	10274	12506
451	10288	12474
452	10301	12438
453	10314	12404
454	10327	12369
455	10339	12334
456	10352	12300
457	10372	12275
458	10401	12259
459	10427	12241
460	10454	12223
461	10479	12203
462	10498	12176
463	10511	12142
464	10524	12108
465	10537	12075
466	10549	12040
467	10563	12007
468	10575	11973
469	10588	11940
470	10601	11907
471	10614	11873
472	10627	11840
473	10643	11811
474	10657	11779
475	10669	11745
476	10682	11712
477	10695	11679
478	10708	11647
479	10722	11615
480	10734	11582
481	10746	11549
482	10759	11516
483	10772	11485
484	10786	11453
485	10799	11421
486	10816	11393
487	10828	11361
488	10841	11329
489	10854	11297
490	10867	11265
491	10880	11234
492	10892	11202
493	10905	11170
494	10917	11137
495	10929	11105
496	10941	11074
497	10973	11062
498	10991	11035
499	11003	11003
500	11015	10971
501	11028	10940
502	11040	10909
503	11053	10877
504	11065	10846
505	11077	10815
506	11090	10784
507	11103	10754
508	11117	10724
509	11133	10697
510	11146	10666
511	11158	10635
512	11171	10605
513	11184	10575
514	11197	10545
515	11210	10514
516	11223	10485
517	11236	10455
518	11249	10425
519	11261	10395
520	11274	10365
521	11289	10338
522	11302	10308
523	11314	10278
524	11328	10249
525	11340	10219
526	11353	10190
527	11366	10160
528	11378	10131
529	11412	10120
530	11450	10113
531	11539	10151
532	11591	10155
533	11659	10174
534	11715	10182
535	11779	10197
536	11793	10168
537	11806	10138
538	11819	10108
539	11832	10079
540	11846	10050
541	11857	10020
542	11871	9991
543	11884	9962
544	11897	9932
545	11911	9904
546	11923	9874
547	11935	9844
548	11948	9815
549	11960	9785
550	11994	9773
551	12011	9748
552	12024	9719
553	12037	9690
554	12050	9661
555	12063	9633
556	12075	9604
557	12090	9576
558	12103	9548
559	12116	9520
560	12132	9494
561	12146	9466
562	12159	9438
563	12171	9409
564	12186	9382
565	12198	9353
566	12212	9326
567	12225	9297
568	12238	9270
569	12251	9242
570	12266	9216
571	12278	9187
572	12292	9160
573	12305	9132
574	12317	9104
575	12329	9076
576	12342	9048
577	12355	9020
578	12376	8999
579	12391	8972
580	12408	8948
581	12445	8938
582	12474	8922
583	12502	8905
584	12524	8885
585	12537	8857
586	12549	8829
587	12562	8802
588	12576	8775
589	12588	8747
590	12600	8720
591	12613	8692
592	12629	8668
593	12642	8640
594	12655	8614
595	12667	8586
596	12679	8559
597	12692	8532
598	12704	8505
599	12717	8478
600	12729	8451
601	12742	8424
602	12758	8399
603	12770	8372
604	12783	8346
605	12796	8319
606	12809	8293
607	12822	8267
608	12834	8240
609	12846	8213
610	12859	8186
611	12871	8160
612	12883	8133
613	12895	8106
614	12907	8080
615	12919	8053
616	12930	8026
617	12942	8000
618	12954	7973
619	12966	7947
620	12978	7920
621	13006	7904
622	13034	7887
623	13046	7861
624	13057	7834
625	13070	7808
626	13082	7782
627	13094	7756
628	13106	7730
629	13122	7706
630	13134	7681
631	13146	7655
632	13158	7628
633	13171	7603
634	13183	7577
635	13195	7552
636	13207	7526
637	13218	7500
638	13230	7474
639	13243	7449
640	13256	7424
641	13268	7398
642	13281	7374
643	13293	7348
644	13305	7323
645	13317	7297
646	13329	7272
647	13342	7247
648	13354	7222
649	13366	7197
650	13378	7172
651	13390	7146
652	13401	7121
653	13413	7096
654	13426	7071
655	13466	7061
656	13494	7045
657	13521	7027
658	13544	7008
659	13559	6985
660	13571	6960
661	13583	6935
662	13596	6911
663	13608	6886
664	13624	6863
665	13637	6839
666	13649	6814
667	13662	6790
668	13674	6765
669	13687	6741
670	13700	6717
671	13712	6692
672	13724	6668
673	13737	6644
674	13751	6620
675	13763	6596
676	13774	6572
677	13787	6548
678	13799	6523
679	13810	6499
680	13822	6474
681	13834	6450
682	13846	6426
683	13858	6402
684	13872	6379
685	13884	6355
686	13897	6331
687	13910	6308
688	13923	6284
689	13935	6260
690	13947	6237
691	13959	6213
692	13971	6189
693	13984	6165
694	13996	6142
695	14022	6124
696	14054	6109
697	14066	6085
698	14078	6062
699	14091	6039
700	14102	6015
701	14119	5993
702	14134	5971
703	14146	5947
704	14158	5924
705	14171	5901
706	14183	5878
707	14195	5854
708	14207	5831
709	14220	5808
710	14232	5785
711	14244	5761
712	14259	5739
713	14272	5717
714	14286	5694
715	14298	5671
716	14311	5648
717	14324	5625
718	14338	5603
719	14351	5580
720	14363	5558
721	14375	5535
722	14388	5512
723	14401	5489
724	14413	5467
725	14425	5444
726	14438	5421
727	14456	5401
728	14487	5385
729	14514	5368
730	14540	5350
731	14564	5332
732	14576	5309
733	14589	5287
734	14601	5264
735	14617	5243
736	14630	5220
737	14642	5198
738	14654	5175
739	14668	5153
740	14681	5131
741	14694	5109
742	14707	5087
743	14719	5064
744	14732	5042
745	14745	5020
746	14759	4999
747	14771	4976
748	14783	4954
749	14796	4932
750	14809	4910
751	14823	4888
752	14836	4866
753	14848	4844
754	14861	4822
755	14874	4800
756	14887	4778
757	14899	4756
758	14912	4735
759	14925	4713
760	14937	4691
761	14950	4669
762	14963	4647
763	14976	4626
764	14988	4604
765	15000	4582
766	15012	4560
767	15034	4541
768	15081	4530
769	15094	4508
770	15110	4488
771	15123	4466
772	15134	4444
773	15147	4422
774	15159	4401
775	15171	4379
776	15183	4357
777	15195	4335
778	15207	4314
779	15221	4293
780	15234	4271
781	15246	4250
782	15258	4228
783	15271	4207
784	15283	4186
785	15296	4164
786	15310	4143
787	15323	4122
788	15335	4101
789	15348	4079
790	15359	4058
791	15372	4037
792	15384	4015
793	15395	3994
794	15407	3973
795	15419	3951
796	15431	3930
797	15443	3909
798	15455	3888
799	15469	3867
800	15504	3851
801	15533	3835
802	15560	3817
803	15585	3799
804	15599	3778
805	15613	3758
806	15625	3736
807	15637	3715
808	15649	3694
809	15662	3673
810	15674	3652
811	15685	3631
812	15697	3610
813	15709	3589
814	15723	3569
815	15736	3548
816	15747	3527
817	15759	3506
818	15772	3485
819	15784	3464
820	15796	3444
821	15808	3423
822	15820	3402
823	15832	3381
824	15843	3360
825	15856	3340
826	15868	3319
827	15880	3298
828	15892	3278
829	15904	3257
830	15916	3236
831	15928	3216
832	15939	3195
833	15951	3174
834	15963	3154
835	15975	3133
836	15987	3113
837	15999	3092
838	16011	3072
839	16023	3052
840	16035	3031
841	16047	3011
842	16110	3000
843	16130	2981
844	16145	2961
845	16157	2941
846	16169	2920
847	16181	2900
848	16193	2880
849	16207	2860
850	16219	2839
851	16231	2819
852	16243	2799
853	16256	2779
854	16267	2758
855	16279	2738
856	16292	2718
857	16305	2698
858	16317	2678
859	16330	2658
860	16342	2638
861	16355	2618
862	16367	2598
863	16378	2578
864	16391	2558
865	16402	2538
866	16415	2518
867	16427	2498
868	16440	2478
869	16457	2459
870	16470	2439
871	16482	2419
872	16494	2399
873	16524	2382
874	16556	2365
875	16587	2347
876	16612	2329
877	16627	2310
878	16639	2290
879	16651	2270
880	16663	2250
881	16675	2230
882	16687	2211
883	16700	2191
884	16713	2171
885	16727	2152
886	16739	2132
887	16751	2112
888	16763	2093
889	16775	2073
890	16788	2053
891	16800	2034
892	16812	2014
893	16824	1994
894	16836	1975
895	16848	1955
896	16861	1936
897	16873	1916
898	16885	1897
899	16897	1877
900	16910	1858
901	16922	1838
902	16934	1819
903	16946	1799
904	16958	1780
905	16970	1760
906	16982	1741
907	16994	1721
908	17006	1702
909	17018	1683
910	17030	1663
911	17042	1644
912	17054	1625
913	17067	1605
914	17095	1588
915	17142	1572
916	17154	1552
917	17167	1533
918	17179	1514
919	17190	1494
920	17205	1475
921	17218	1456
922	17231	1437
923	17244	1418
924	17257	1399
925	17269	1380
926	17281	1360
927	17293	1341
928	17307	1322
929	17320	1303
930	17332	1284
931	17344	1265
932	17357	1246
933	17369	1227
934	17381	1208
935	17393	1189
936	17406	1170
937	17418	1151
938	17430	1132
939	17443	1113
940	17455	1094
941	17466	1075
942	17479	1056
943	17491	1037
944	17503	1018
945	17514	999
946	17526	980
947	17575	964
948	17612	946
949	17639	928
950	17660	909
951	17672	891
952	17689	872
953	17702	853
954	17716	834
955	17728	815
956	17741	797
957	17754	778
958	17766	759
959	17779	740
960	17792	722
961	17806	703
962	17819	684
963	17832	665
964	17845	647
965	17857	628
966	17870	609
967	17883	591
968	17895	572
969	17909	553
970	17922	535
971	17935	516
972	17948	498
973	17961	479
974	17974	460
975	17987	442
976	18000	423
977	18012	405
978	18024	386
979	18037	368
980	18049	349
981	18064	331
982	18076	312
983	18092	294
984	18106	275
985	18144	257
986	18177	239
987	18193	220
988	18206	202
989	18220	184
990	18233	165
991	18246	147
992	18258	128
993	18272	110
994	18285	91
995	18297	73
996	18309	55
997	18322	36
998	18334	18
999	18347	0
